CidadeId,Nome,Sigla,IBGEMunicipio,Latitude,Longitude
1,"Alta Floresta D’Oeste",RO,15,-11.935540,-61.999824
2,"Alto Alegre dos Parecis",RO,379,-12.131777,-61.853077
3,"Alto Paraíso",RO,403,-9.716667,-63.317629
4,"Alvorada D’Oeste",RO,346,-11.344130,-62.277275
5,Ariquemes,RO,23,-9.908463,-63.033269
6,Buritis,RO,452,-10.209805,-63.829679
7,Cabixi,RO,31,-13.499763,-60.544314
8,Cacaulândia,RO,601,-10.338873,-62.903190
9,Cacoal,RO,49,-11.433865,-61.442944
10,"Campo Novo de Rondônia",RO,700,-10.568416,-63.624991
11,"Candeias do Jamari",RO,809,-8.785021,-63.700020
12,Castanheiras,RO,908,-11.426842,-61.949161
13,Cerejeiras,RO,56,-13.195033,-60.818426
14,Chupinguaia,RO,924,-12.556841,-60.901848
15,"Colorado do Oeste",RO,64,-13.130564,-60.555067
16,Corumbiara,RO,72,-12.997520,-60.948701
17,"Costa Marques",RO,80,-12.436014,-64.231654
18,Cujubim,RO,940,-9.378193,-62.587175
19,"Espigão D’Oeste",RO,98,-11.528555,-61.020173
20,"Governador Jorge Teixeira",RO,1005,-10.612072,-62.740458
21,Guajará-Mirim,RO,106,-10.773884,-65.323952
22,"Itapuã do Oeste",RO,1104,-9.191872,-63.182337
23,Jaru,RO,114,-10.435949,-62.476231
24,Ji-Paraná,RO,122,-10.882051,-61.945095
25,"Machadinho D’Oeste",RO,130,-9.425562,-61.999593
26,"Ministro Andreazza",RO,1203,-11.196238,-61.518922
27,"Mirante da Serra",RO,1302,-11.045609,-62.669427
28,"Monte Negro",RO,1401,-10.263098,-63.295559
29,"Nova Brasilândia D’Oeste",RO,148,-11.721325,-62.308230
30,"Nova Mamoré",RO,338,-10.411771,-65.329149
31,"Nova União",RO,1435,-10.915532,-62.555089
32,"Novo Horizonte do Oeste",RO,502,-11.709743,-61.994388
33,"Ouro Preto do Oeste",RO,155,-10.723574,-62.261055
34,Parecis,RO,1450,-12.179827,-61.597998
35,"Pimenta Bueno",RO,189,-11.677537,-61.183666
36,"Pimenteiras do Oeste",RO,1468,-13.476562,-61.044379
37,"Porto Velho",RO,205,-8.768892,-63.831446
38,"Presidente Médici",RO,254,-11.173205,-61.909439
39,"Primavera de Rondônia",RO,1476,-11.825707,-61.316546
40,"Rio Crespo",RO,262,-9.705537,-62.900010
41,"Rolim de Moura",RO,288,-11.722259,-61.785781
42,"Santa Luzia D’Oeste",RO,296,-11.908423,-61.773305
43,"São Felipe D’Oeste",RO,1484,-11.914389,-61.512508
44,"São Francisco do Guaporé",RO,1492,-12.063798,-63.570865
45,"São Miguel do Guaporé",RO,320,-11.699490,-62.720063
46,Seringueiras,RO,1500,-11.767117,-63.038761
47,Teixeirópolis,RO,1559,-10.932169,-62.255922
48,Theobroma,RO,1609,-10.248731,-62.345146
49,Urupá,RO,1708,-11.128545,-62.370632
50,"Vale do Anari",RO,1757,-9.851393,-62.176823
51,"Vale do Paraíso",RO,1807,-10.431053,-62.134390
52,Vilhena,RO,304,-12.741373,-60.138584
53,Acrelândia,AC,13,-10.073794,-67.052317
54,"Assis Brasil",AC,54,-10.942866,-69.563459
55,Brasiléia,AC,104,-11.016411,-68.747943
56,Bujari,AC,138,-9.820020,-67.951859
57,Capixaba,AC,179,-10.569768,-67.673508
58,"Cruzeiro do Sul",AC,203,-7.630690,-72.672531
59,Epitaciolândia,AC,252,-11.028240,-68.744868
60,Feijó,AC,302,-8.160248,-70.353984
61,Jordão,AC,328,-9.193358,-71.950875
62,"Mâncio Lima",AC,336,-7.593223,-72.916501
63,"Manoel Urbano",AC,344,-8.836318,-69.259945
64,"Marechal Thaumaturgo",AC,351,-8.953591,-72.790266
65,"Plácido de Castro",AC,385,-10.335133,-67.188260
66,"Porto Acre",AC,807,-9.600858,-67.540590
67,"Porto Walter",AC,393,-8.266666,-72.742334
68,"Rio Branco",AC,401,-9.978299,-67.810529
69,"Rodrigues Alves",AC,427,-7.733602,-72.647855
70,"Santa Rosa do Purus",AC,435,-9.443407,-70.486497
71,"Sena Madureira",AC,500,-9.065340,-68.655684
72,"Senador Guiomard",AC,450,-10.148174,-67.743172
73,Tarauacá,AC,609,-8.155669,-70.755501
74,Xapuri,AC,708,-10.652072,-68.506295
75,Alvarães,AM,29,-3.216584,-64.813535
76,Amaturá,AM,60,-3.366805,-68.209615
77,Anamã,AM,86,-3.576370,-61.405903
78,Anori,AM,102,-3.745386,-61.658955
79,Apuí,AM,144,-7.197870,-59.885666
80,"Atalaia do Norte",AM,201,-4.366157,-70.187989
81,Autazes,AM,300,-3.578664,-59.133567
82,Barcelos,AM,409,-0.972801,-62.925670
83,Barreirinha,AM,508,-2.798150,-57.067750
84,"Benjamin Constant",AM,607,-4.374989,-70.027348
85,Beruri,AM,631,-3.894513,-61.371571
86,"Boa Vista do Ramos",AM,680,-2.971727,-57.587707
87,"Boca do Acre",AM,706,-8.751243,-67.399578
88,Borba,AM,805,-4.390620,-59.594559
89,Caapiranga,AM,839,-3.330093,-61.211334
90,Canutama,AM,904,-6.529106,-64.394231
91,Carauari,AM,1001,-4.881666,-66.896635
92,Careiro,AM,1100,-3.822447,-60.363810
93,"Careiro da Várzea",AM,1159,-3.197397,-59.826314
94,Coari,AM,1209,-4.084219,-63.142184
95,Codajás,AM,1308,-3.843046,-62.063430
96,Eirunepé,AM,1407,-6.667353,-69.866290
97,Envira,AM,1506,-7.439818,-70.030413
98,"Fonte Boa",AM,1605,-2.512271,-66.096503
99,Guajará,AM,1654,-7.547774,-72.582431
100,Humaitá,AM,1704,-7.512225,-63.026698
101,Ipixuna,AM,1803,-7.050980,-71.694418
102,Iranduba,AM,1852,-3.281054,-60.193388
103,Itacoatiara,AM,1902,-3.140379,-58.440175
104,Itamarati,AM,1951,-6.437799,-68.247917
105,Itapiranga,AM,2009,-2.741843,-58.034546
106,Japurá,AM,2108,-1.880845,-66.996903
107,Juruá,AM,2207,-3.474890,-66.063042
108,Jutaí,AM,2306,-2.744646,-66.771328
109,Lábrea,AM,2405,-7.261947,-64.794773
110,Manacapuru,AM,2504,-3.298278,-60.620589
111,Manaquiri,AM,2553,-3.429080,-60.458881
112,Manaus,AM,2603,-3.134691,-60.023335
113,Manicoré,AM,2702,-5.813205,-61.299248
114,Maraã,AM,2801,-1.866437,-65.574284
115,Maués,AM,2900,-3.386428,-57.715034
116,Nhamundá,AM,3007,-2.188984,-56.716770
117,"Nova Olinda do Norte",AM,3106,-3.887593,-59.093074
118,"Novo Airão",AM,3205,-2.623432,-60.948811
119,"Novo Aripuanã",AM,3304,-5.122669,-60.377046
120,Parintins,AM,3403,-2.627053,-56.736292
121,Pauini,AM,3502,-7.714044,-67.002097
122,"Presidente Figueiredo",AM,3536,-2.058429,-60.025647
123,"Rio Preto da Eva",AM,3569,-2.693302,-59.704738
124,"Santa Isabel do Rio Negro",AM,3601,-0.416695,-65.020023
125,"Santo Antônio do Içá",AM,3700,-3.107486,-67.946485
126,"São Gabriel da Cachoeira",AM,3809,-0.136463,-67.083643
127,"São Paulo de Olivença",AM,3908,-3.466510,-68.944853
128,"São Sebastião do Uatumã",AM,3957,-2.570153,-57.870346
129,Silves,AM,4005,-2.836427,-58.214801
130,Tabatinga,AM,4062,-4.231884,-69.946244
131,Tapauá,AM,4104,-5.624224,-63.187095
132,Tefé,AM,4203,-3.348372,-64.708420
133,Tonantins,AM,4237,-2.861091,-67.776482
134,Uarini,AM,4260,-2.983609,-65.155346
135,Urucará,AM,4302,-2.536612,-57.759828
136,Urucurituba,AM,4401,-3.134633,-58.159641
137,"Alto Alegre",RR,50,2.993823,-61.314022
138,Amajari,RR,27,3.652118,-61.420590
139,"Boa Vista",RR,100,2.816682,-60.670533
140,Bonfim,RR,159,3.350289,-59.878007
141,Cantá,RR,175,2.607666,-60.602063
142,Caracaraí,RR,209,1.803871,-61.149177
143,Caroebe,RR,233,0.872675,-59.694810
144,Iracema,RR,282,2.168215,-61.052259
145,Mucajaí,RR,308,2.479772,-60.911519
146,Normandia,RR,407,3.882978,-59.635206
147,Pacaraima,RR,456,4.475259,-61.147306
148,Rorainópolis,RR,472,0.937195,-60.425060
149,"São João da Baliza",RR,506,0.947157,-59.906044
150,"São Luiz",RR,605,1.018112,-60.028267
151,Uiramutã,RR,704,4.585440,-60.195716
152,Abaetetuba,PA,107,-1.723470,-48.884404
153,"Abel Figueiredo",PA,131,-4.951391,-48.396762
154,Acará,PA,206,-1.963437,-48.200456
155,Afuá,PA,305,-0.159172,-50.391428
156,"Água Azul do Norte",PA,347,-6.804949,-50.485275
157,Alenquer,PA,404,-1.951398,-54.740862
158,Almeirim,PA,503,-1.527339,-52.576835
159,Altamira,PA,602,-3.205660,-52.214376
160,Anajás,PA,701,-0.984451,-49.945001
161,Ananindeua,PA,800,-1.368714,-48.372067
162,Anapu,PA,859,-3.476105,-51.201622
163,"Augusto Corrêa",PA,909,-1.022921,-46.641646
164,"Aurora do Pará",PA,958,-2.129376,-47.556175
165,Aveiro,PA,1006,-3.605595,-55.330734
166,Bagre,PA,1105,-1.889808,-50.221987
167,Baião,PA,1204,-2.791962,-49.672753
168,Bannach,PA,1253,-7.351072,-50.406047
169,Barcarena,PA,1303,-1.505767,-48.627073
170,Belém,PA,1402,-1.459845,-48.487826
171,Belterra,PA,1451,-2.649020,-54.942675
172,Benevides,PA,1501,-1.361438,-48.241836
173,"Bom Jesus do Tocantins",PA,1576,-5.047363,-48.599040
174,Bonito,PA,1600,-1.367474,-47.305892
175,Bragança,PA,1709,-1.053524,-46.765754
176,"Brasil Novo",PA,1725,-3.297804,-52.543441
177,"Brejo Grande do Araguaia",PA,1758,-5.707296,-48.405760
178,"Breu Branco",PA,1782,-3.778135,-49.569880
179,Breves,PA,1808,-1.690737,-50.480895
180,Bujaru,PA,1907,-1.513991,-48.035875
181,"Cachoeira do Arari",PA,2004,-1.008786,-48.960668
182,"Cachoeira do Piriá",PA,1956,-1.752897,-46.547391
183,Cametá,PA,2103,-2.246838,-49.497830
184,"Canaã dos Carajás",PA,2152,-6.532197,-49.848958
185,Capanema,PA,2202,-1.192442,-47.175126
186,"Capitão Poço",PA,2301,-1.746187,-47.062825
187,Castanhal,PA,2400,-1.295757,-47.926643
188,Chaves,PA,2509,-0.162437,-49.989319
189,Colares,PA,2608,-0.932091,-48.288728
190,"Conceição do Araguaia",PA,2707,-8.264864,-49.264501
191,"Concórdia do Pará",PA,2756,-1.984521,-47.949887
192,"Cumaru do Norte",PA,2764,-7.811107,-50.771578
193,Curionópolis,PA,2772,-6.096820,-49.602214
194,Curralinho,PA,2806,-1.809423,-49.791523
195,Curuá,PA,2855,-1.889929,-55.119679
196,Curuçá,PA,2905,-0.732496,-47.851265
197,"Dom Eliseu",PA,2939,-4.290778,-47.555915
198,"Eldorado do Carajás",PA,2954,-6.103525,-49.373952
199,Faro,PA,3002,-2.172975,-56.745753
200,"Floresta do Araguaia",PA,3044,-7.558701,-49.697578
201,"Garrafão do Norte",PA,3077,-1.931697,-47.045046
202,"Goianésia do Pará",PA,3093,-3.842468,-49.101045
203,Gurupá,PA,3101,-1.404918,-51.643696
204,Igarapé-Açu,PA,3200,-1.124322,-47.622375
205,Igarapé-Miri,PA,3309,-1.983116,-48.962299
206,Inhangapi,PA,3408,-1.426582,-47.913393
207,"Ipixuna do Pará",PA,3457,-2.557529,-47.499718
208,Irituia,PA,3507,-1.771475,-47.440756
209,Itaituba,PA,3606,-4.263729,-55.990049
210,Itupiranga,PA,3705,-5.128837,-49.324426
211,Jacareacanga,PA,3754,-6.223552,-57.766340
212,Jacundá,PA,3804,-4.448405,-49.112782
213,Juruti,PA,3903,-2.155253,-56.094998
214,"Limoeiro do Ajuru",PA,4000,-1.891949,-49.381534
215,"Mãe do Rio",PA,4059,-2.047707,-47.552290
216,"Magalhães Barata",PA,4109,-0.795850,-47.599182
217,Marabá,PA,4208,-5.352606,-49.142025
218,Maracanã,PA,4307,-0.762419,-47.455268
219,Marapanim,PA,4406,-0.712151,-47.702549
220,Marituba,PA,4422,-1.346417,-48.340536
221,Medicilândia,PA,4455,-3.445417,-52.888345
222,Melgaço,PA,4505,-1.803447,-50.717465
223,Mocajuba,PA,4604,-2.582873,-49.509023
224,Moju,PA,4703,-1.885889,-48.767199
225,"Mojuí dos Campos",PA,4752,,
226,"Monte Alegre",PA,4802,-2.003328,-54.073375
227,Muaná,PA,4901,-1.530026,-49.216832
228,"Nova Esperança do Piriá",PA,4950,-2.267626,-46.962093
229,"Nova Ipixuna",PA,4976,-4.923086,-49.079887
230,"Nova Timboteua",PA,5007,-1.204144,-47.393202
231,"Novo Progresso",PA,5031,-7.034836,-55.419870
232,"Novo Repartimento",PA,5064,-4.248149,-49.948638
233,Óbidos,PA,5106,-1.909235,-55.516324
234,"Oeiras do Pará",PA,5205,-2.004734,-49.855106
235,Oriximiná,PA,5304,-1.763754,-55.862800
236,Ourém,PA,5403,-1.548947,-47.117619
237,"Ourilândia do Norte",PA,5437,-6.740617,-51.090833
238,Pacajá,PA,5486,-3.830306,-50.634841
239,"Palestina do Pará",PA,5494,-5.749934,-48.321794
240,Paragominas,PA,5502,-2.994191,-47.356962
241,Parauapebas,PA,5536,-6.072730,-49.900781
242,"Pau D’Arco",PA,5551,-7.836794,-50.048276
243,Peixe-Boi,PA,5601,-1.189569,-47.317927
244,Piçarra,PA,5635,-6.453676,-48.868401
245,Placas,PA,5650,-3.867316,-54.216968
246,"Ponta de Pedras",PA,5700,-1.396600,-48.871786
247,Portel,PA,5809,-1.936451,-50.822490
248,"Porto de Moz",PA,5908,-1.746090,-52.242477
249,Prainha,PA,6005,-1.805695,-53.481814
250,Primavera,PA,6104,-0.940112,-47.117251
251,Quatipuru,PA,6112,-0.900116,-47.006787
252,Redenção,PA,6138,-8.027605,-50.029642
253,"Rio Maria",PA,6161,-7.311115,-50.046411
254,"Rondon do Pará",PA,6187,-4.777822,-48.069974
255,Rurópolis,PA,6195,-4.099065,-54.905862
256,Salinópolis,PA,6203,-0.623638,-47.353120
257,Salvaterra,PA,6302,-0.754526,-48.513187
258,"Santa Bárbara do Pará",PA,6351,-1.229439,-48.297741
259,"Santa Cruz do Arari",PA,6401,-0.659974,-49.171616
260,"Santa Izabel do Pará",PA,6500,-1.297396,-48.163060
261,"Santa Luzia do Pará",PA,6559,-1.518828,-46.906169
262,"Santa Maria das Barreiras",PA,6583,-8.870551,-49.719352
263,"Santa Maria do Pará",PA,6609,-1.347866,-47.574695
264,"Santana do Araguaia",PA,6708,-9.329425,-50.344804
265,Santarém,PA,6807,-2.436213,-54.718570
266,"Santarém Novo",PA,6906,-0.928720,-47.400925
267,"Santo Antônio do Tauá",PA,7003,-1.151693,-48.132433
268,"São Caetano de Odivelas",PA,7102,-0.746618,-48.025805
269,"São Domingos do Araguaia",PA,7151,-5.549841,-48.720373
270,"São Domingos do Capim",PA,7201,-1.675815,-47.774785
271,"São Félix do Xingu",PA,7300,-6.642483,-51.993783
272,"São Francisco do Pará",PA,7409,-1.170189,-47.790515
273,"São Geraldo do Araguaia",PA,7458,-6.398958,-48.555712
274,"São João da Ponta",PA,7466,-0.851002,-47.920724
275,"São João de Pirabas",PA,7474,-0.766443,-47.172674
276,"São João do Araguaia",PA,7508,-5.359003,-48.788633
277,"São Miguel do Guamá",PA,7607,-1.617136,-47.482409
278,"São Sebastião da Boa Vista",PA,7706,-1.718851,-49.532312
279,Sapucaia,PA,7755,-6.942857,-49.703581
280,"Senador José Porfírio",PA,7805,-2.594850,-51.953056
281,Soure,PA,7904,-0.725926,-48.516013
282,Tailândia,PA,7953,-2.937080,-48.951282
283,"Terra Alta",PA,7961,-1.034827,-47.907808
284,"Terra Santa",PA,7979,-2.108114,-56.490905
285,Tomé-Açu,PA,8001,-2.419367,-48.146897
286,Tracuateua,PA,8035,-1.068784,-46.899478
287,Trairão,PA,8050,-4.699819,-55.996170
288,Tucumã,PA,8084,-6.749972,-51.139539
289,Tucuruí,PA,8100,-3.766889,-49.667184
290,Ulianópolis,PA,8126,-3.757193,-47.503145
291,Uruará,PA,8159,-3.706529,-53.737031
292,Vigia,PA,8209,-0.855533,-48.141499
293,Viseu,PA,8308,-1.203279,-46.138765
294,"Vitória do Xingu",PA,8357,-2.883766,-52.011260
295,Xinguara,PA,8407,-7.101513,-49.942701
296,Amapá,AP,105,2.053921,-50.793214
297,Calçoene,AP,204,2.496559,-50.944773
298,Cutias,AP,212,0.971078,-50.801626
299,"Ferreira Gomes",AP,238,0.853977,-51.187429
300,Itaubal,AP,253,0.600653,-50.700179
301,"Laranjal do Jari",AP,279,-0.855665,-52.539021
302,Macapá,AP,303,0.038951,-51.057405
303,Mazagão,AP,402,-0.124396,-51.286077
304,Oiapoque,AP,501,3.851131,-51.830553
305,"Pedra Branca do Amapari",AP,154,0.776883,-51.946594
306,"Porto Grande",AP,535,0.712555,-51.414449
307,Pracuúba,AP,550,1.742508,-50.784254
308,Santana,AP,600,-0.038373,-51.172846
309,"Serra do Navio",AP,55,0.897841,-52.003538
310,Tartarugalzinho,AP,709,1.509848,-50.912786
311,"Vitória do Jari",AP,808,-0.918977,-52.419615
312,Abreulândia,TO,251,-9.621791,-49.162438
313,Aguiarnópolis,TO,301,-6.547171,-47.470457
314,"Aliança do Tocantins",TO,350,-11.303743,-48.941240
315,Almas,TO,400,-11.574523,-47.174172
316,Alvorada,TO,707,-12.478815,-49.126811
317,Ananás,TO,1002,-6.362818,-48.079765
318,Angico,TO,1051,-6.387753,-47.862078
319,"Aparecida do Rio Negro",TO,1101,-9.955878,-47.976670
320,Aragominas,TO,1309,-7.164349,-48.523430
321,Araguacema,TO,1903,-8.801803,-49.561813
322,Araguaçu,TO,2000,-12.925584,-49.828612
323,Araguaína,TO,2109,-7.191329,-48.208705
324,Araguanã,TO,2158,-6.582249,-48.643750
325,Araguatins,TO,2208,-5.650586,-48.123507
326,Arapoema,TO,2307,-7.652570,-49.075637
327,Arraias,TO,2406,-12.934420,-46.946107
328,Augustinópolis,TO,2554,-5.465414,-47.880957
329,"Aurora do Tocantins",TO,2703,-12.708490,-46.407083
330,"Axixá do Tocantins",TO,2901,-5.624309,-47.774156
331,Babaçulândia,TO,3008,-7.201865,-47.758816
332,"Bandeirantes do Tocantins",TO,3057,-7.764859,-48.578381
333,"Barra do Ouro",TO,3073,-7.691767,-47.687135
334,Barrolândia,TO,3107,-9.831653,-48.731461
335,"Bernardo Sayão",TO,3206,-7.868512,-48.899054
336,"Bom Jesus do Tocantins",TO,3305,-8.963348,-48.166380
337,"Brasilândia do Tocantins",TO,3602,-8.384889,-48.485374
338,"Brejinho de Nazaré",TO,3701,-11.010805,-48.558660
339,"Buriti do Tocantins",TO,3800,-5.313539,-48.223250
340,Cachoeirinha,TO,3826,-6.113242,-47.914198
341,"Campos Lindos",TO,3842,-7.971681,-46.801974
342,"Cariri do Tocantins",TO,3867,-11.888997,-49.171041
343,Carmolândia,TO,3883,-7.031479,-48.395960
344,"Carrasco Bonito",TO,3891,-5.322661,-48.030633
345,Caseara,TO,3909,-9.267406,-49.948692
346,Centenário,TO,4105,-8.958464,-47.338399
347,"Chapada da Natividade",TO,5102,-11.624268,-47.753905
348,"Chapada de Areia",TO,4600,-10.141989,-49.183108
349,"Colinas do Tocantins",TO,5508,-8.054625,-48.481595
350,Colméia,TO,16703,-8.729372,-48.757067
351,Combinado,TO,5557,-12.818608,-46.552072
352,"Conceição do Tocantins",TO,5607,-12.217278,-47.292869
353,"Couto Magalhães",TO,6001,-8.355118,-49.176572
354,Cristalândia,TO,6100,-10.590725,-49.186300
355,"Crixás do Tocantins",TO,6258,-11.104274,-48.915514
356,Darcinópolis,TO,6506,-6.712351,-47.752161
357,Dianópolis,TO,7009,-11.625232,-46.820409
358,"Divinópolis do Tocantins",TO,7108,-9.795301,-49.205413
359,"Dois Irmãos do Tocantins",TO,7207,-9.261297,-49.067339
360,Dueré,TO,7306,-11.341285,-49.265876
361,Esperantina,TO,7405,-5.366608,-48.544148
362,Fátima,TO,7553,-10.752509,-48.898983
363,Figueirópolis,TO,7652,-12.136780,-49.173847
364,Filadélfia,TO,7702,-7.337612,-47.484964
365,"Formoso do Araguaia",TO,8205,-11.805142,-49.526860
366,"Fortaleza do Tabocão",TO,8254,-9.058965,-48.517426
367,Goianorte,TO,8304,-8.770521,-48.936890
368,Goiatins,TO,9005,-7.709172,-47.315435
369,Guaraí,TO,9302,-8.836166,-48.508641
370,Gurupi,TO,9500,-11.729772,-49.071477
371,Ipueiras,TO,9807,-11.246289,-48.451926
372,Itacajá,TO,10508,-8.390981,-47.768112
373,Itaguatins,TO,10706,-5.775385,-47.479936
374,Itapiratins,TO,10904,-8.384330,-48.111200
375,"Itaporã do Tocantins",TO,11100,-8.568829,-48.693264
376,"Jaú do Tocantins",TO,11506,-12.652926,-48.594608
377,Juarina,TO,11803,-8.117424,-49.098643
378,"Lagoa da Confusão",TO,11902,-10.788696,-49.620085
379,"Lagoa do Tocantins",TO,11951,-10.296887,-47.561447
380,Lajeado,TO,12009,-9.744682,-48.358504
381,Lavandeira,TO,12157,-12.791659,-46.506676
382,Lizarda,TO,12405,-9.594570,-46.675165
383,Luzinópolis,TO,12454,-6.193990,-47.856828
384,"Marianópolis do Tocantins",TO,12504,-9.798880,-49.651034
385,Mateiros,TO,12702,-10.544429,-46.412466
386,"Maurilândia do Tocantins",TO,12801,-5.952566,-47.504880
387,"Miracema do Tocantins",TO,13205,-9.568346,-48.387991
388,Miranorte,TO,13304,-9.517405,-48.592632
389,"Monte do Carmo",TO,13601,-10.763542,-48.110420
390,"Monte Santo do Tocantins",TO,13700,-10.005591,-48.990891
391,Muricilândia,TO,13957,-7.138519,-48.606745
392,Natividade,TO,14203,-11.705357,-47.727258
393,Nazaré,TO,14302,-6.372558,-47.666977
394,"Nova Olinda",TO,14880,-7.633315,-48.424807
395,"Nova Rosalândia",TO,15002,-10.566871,-48.906181
396,"Novo Acordo",TO,15101,-9.968486,-47.668148
397,"Novo Alegre",TO,15150,-12.909939,-46.577297
398,"Novo Jardim",TO,15259,-11.815875,-46.630787
399,"Oliveira de Fátima",TO,15507,-10.708363,-48.907402
400,Palmas,TO,21000,-10.163253,-48.351044
401,Palmeirante,TO,15705,-7.857561,-47.934250
402,"Palmeiras do Tocantins",TO,13809,-6.611862,-47.558684
403,Palmeirópolis,TO,15754,-13.039888,-48.413414
404,"Paraíso do Tocantins",TO,16109,-10.171221,-48.886630
405,Paranã,TO,16208,-12.620481,-47.884084
406,"Pau D’Arco",TO,16307,-7.539998,-49.363306
407,"Pedro Afonso",TO,16505,-8.964450,-48.177556
408,Peixe,TO,16604,-12.029774,-48.537811
409,Pequizeiro,TO,16653,-8.593341,-48.935180
410,"Pindorama do Tocantins",TO,17008,-11.138203,-47.575688
411,Piraquê,TO,17206,-6.769777,-48.293707
412,Pium,TO,17503,-10.440931,-49.166658
413,"Ponte Alta do Bom Jesus",TO,17800,-12.087813,-46.469587
414,"Ponte Alta do Tocantins",TO,17909,-10.740673,-47.541180
415,"Porto Alegre do Tocantins",TO,18006,-11.607259,-47.047426
416,"Porto Nacional",TO,18204,-10.708570,-48.412153
417,"Praia Norte",TO,18303,-5.396713,-47.814732
418,"Presidente Kennedy",TO,18402,-8.529961,-48.504331
419,Pugmil,TO,18451,-10.424307,-48.894220
420,Recursolândia,TO,18501,-8.735360,-47.238041
421,Riachinho,TO,18550,-6.442211,-48.141046
422,"Rio da Conceição",TO,18659,-11.404940,-46.880400
423,"Rio dos Bois",TO,18709,-9.343742,-48.533048
424,"Rio Sono",TO,18758,-9.347789,-47.899942
425,Sampaio,TO,18808,-5.349296,-47.875792
426,Sandolândia,TO,18840,-12.541600,-49.933388
427,"Santa Fé do Araguaia",TO,18865,-7.149936,-48.693942
428,"Santa Maria do Tocantins",TO,18881,-8.774976,-47.745270
429,"Santa Rita do Tocantins",TO,18899,-10.866455,-48.909294
430,"Santa Rosa do Tocantins",TO,18907,-11.451404,-48.119954
431,"Santa Tereza do Tocantins",TO,19004,-10.282362,-47.806288
432,"Santa Terezinha do Tocantins",TO,20002,-6.436998,-47.684285
433,"São Bento do Tocantins",TO,20101,-6.044999,-47.919392
434,"São Félix do Tocantins",TO,20150,-10.173286,-46.654981
435,"São Miguel do Tocantins",TO,20200,-5.553820,-47.573002
436,"São Salvador do Tocantins",TO,20259,-12.747433,-48.232085
437,"São Sebastião do Tocantins",TO,20309,-5.258961,-48.203834
438,"São Valério",TO,20499,-11.973067,-48.232948
439,Silvanópolis,TO,20655,-11.149861,-48.179824
440,"Sítio Novo do Tocantins",TO,20804,-5.604727,-47.637423
441,Sucupira,TO,20853,-11.986222,-48.911126
442,Taguatinga,TO,20903,-12.396142,-46.438732
443,"Taipas do Tocantins",TO,20937,-12.192837,-46.984572
444,Talismã,TO,20978,-12.787538,-49.091118
445,Tocantínia,TO,21109,-9.558148,-48.375880
446,Tocantinópolis,TO,21208,-6.325634,-47.427413
447,Tupirama,TO,21257,-8.980570,-48.206685
448,Tupiratins,TO,21307,-8.395530,-48.122996
449,Wanderlândia,TO,22081,-6.850126,-47.956268
450,Xambioá,TO,22107,-6.411885,-48.531601
451,Açailândia,MA,55,-4.951377,-47.506665
452,"Afonso Cunha",MA,105,-4.135015,-43.320869
453,"Água Doce do Maranhão",MA,154,-2.840278,-42.115551
454,Alcântara,MA,204,-2.403277,-44.417013
455,"Aldeias Altas",MA,303,-4.630779,-43.468735
456,"Altamira do Maranhão",MA,402,-4.162269,-45.464676
457,"Alto Alegre do Maranhão",MA,436,-4.207227,-44.448247
458,"Alto Alegre do Pindaré",MA,477,-3.665170,-45.842080
459,"Alto Parnaíba",MA,501,-9.108366,-45.927344
460,"Amapá do Maranhão",MA,550,-1.680921,-46.009180
461,"Amarante do Maranhão",MA,600,-5.557662,-46.750638
462,Anajatuba,MA,709,-3.257555,-44.620670
463,Anapurus,MA,808,-3.667035,-43.105793
464,Apicum-Açu,MA,832,-1.530592,-45.076652
465,Araguanã,MA,873,-2.949126,-45.668794
466,Araioses,MA,907,-2.889256,-41.899139
467,Arame,MA,956,-4.886082,-46.013636
468,Arari,MA,1004,-3.459171,-44.778835
469,Axixá,MA,1103,-2.837797,-44.054586
470,Bacabal,MA,1202,-4.231525,-44.781556
471,Bacabeira,MA,1251,-2.985825,-44.315423
472,Bacuri,MA,1301,-1.724046,-45.137349
473,Bacurituba,MA,1350,-2.710872,-44.735742
474,Balsas,MA,1400,-7.531170,-46.038993
475,"Barão de Grajaú",MA,1509,-6.758955,-43.026453
476,"Barra do Corda",MA,1608,-5.508340,-45.239011
477,Barreirinhas,MA,1707,-2.750086,-42.827803
478,"Bela Vista do Maranhão",MA,1772,-3.737733,-45.248246
479,Belágua,MA,1731,-3.156772,-43.510062
480,"Benedito Leite",MA,1806,-7.218800,-44.559857
481,Bequimão,MA,1905,-2.462063,-44.785730
482,"Bernardo do Mearim",MA,1939,-4.630287,-44.764323
483,"Boa Vista do Gurupi",MA,1970,-1.793296,-46.298710
484,"Bom Jardim",MA,2002,-3.544161,-45.601889
485,"Bom Jesus das Selvas",MA,2036,-4.489968,-46.853241
486,"Bom Lugar",MA,2077,-4.375510,-45.031108
487,Brejo,MA,2101,-3.679178,-42.750848
488,"Brejo de Areia",MA,2150,-4.330630,-45.582095
489,Buriti,MA,2200,-3.945572,-42.925106
490,"Buriti Bravo",MA,2309,-5.835288,-43.835622
491,Buriticupu,MA,2325,-4.325948,-46.451495
492,Buritirana,MA,2358,-5.588915,-47.017225
493,"Cachoeira Grande",MA,2374,-2.931921,-44.059685
494,Cajapió,MA,2408,-2.882882,-44.673377
495,Cajari,MA,2507,-3.323869,-45.007965
